month,entity,role,a,n_active_upcs
2017-02-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-03-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2017-04-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2017-05-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-06-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-07-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-08-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-09-01,21ST CENTURY SMOKE,incumbent,8.377690493938331,4
2017-10-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2017-11-01,21ST CENTURY SMOKE,incumbent,7.543587325251107,3
2017-12-01,21ST CENTURY SMOKE,incumbent,8.377690493938331,4
2018-01-01,21ST CENTURY SMOKE,incumbent,8.571067469191387,8
2018-02-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2018-03-01,21ST CENTURY SMOKE,incumbent,9.628845246969167,8
2018-04-01,21ST CENTURY SMOKE,incumbent,9.628845246969167,8
2018-05-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2018-06-01,21ST CENTURY SMOKE,incumbent,9.628845246969167,8
2018-07-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2018-08-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2018-09-01,21ST CENTURY SMOKE,incumbent,9.628845246969167,8
2018-10-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2018-11-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2018-12-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2019-01-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2019-02-01,21ST CENTURY SMOKE,incumbent,7.51328969141361,8
2019-03-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2019-04-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2019-05-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2019-06-01,21ST CENTURY SMOKE,incumbent,9.450108853679048,7
2019-07-01,21ST CENTURY SMOKE,incumbent,9.211793662625555,6
2019-08-01,21ST CENTURY SMOKE,incumbent,8.878152395150666,5
2019-09-01,21ST CENTURY SMOKE,incumbent,8.377690493938331,4
2019-10-01,21ST CENTURY SMOKE,incumbent,0.8707619757533208,1
2019-11-01,21ST CENTURY SMOKE,incumbent,0.8707619757533207,1
2019-12-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-01-01,21ST CENTURY SMOKE,incumbent,0.8707619757533208,1
2020-02-01,21ST CENTURY SMOKE,incumbent,0.8707619757533207,1
2020-03-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-04-01,21ST CENTURY SMOKE,incumbent,0.8707619757533207,1
2020-05-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-06-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-07-01,21ST CENTURY SMOKE,incumbent,0.8707619757533207,1
2020-08-01,21ST CENTURY SMOKE,incumbent,0.8707619757533207,1
2020-09-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-10-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-11-01,21ST CENTURY SMOKE,incumbent,NA,NA
2020-12-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-01-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-02-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-03-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-04-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-05-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-06-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-07-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-08-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-09-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-10-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-11-01,21ST CENTURY SMOKE,incumbent,NA,NA
2021-12-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-01-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-02-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-03-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-04-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-05-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-06-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-07-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-08-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-09-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-10-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-11-01,21ST CENTURY SMOKE,incumbent,NA,NA
2022-12-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-01-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-02-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-03-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-04-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-05-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-06-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-07-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-08-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-09-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-10-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-11-01,21ST CENTURY SMOKE,incumbent,NA,NA
2023-12-01,21ST CENTURY SMOKE,incumbent,NA,NA
2013-01-01,BLU,incumbent,14.646153846153847,13
2013-02-01,BLU,incumbent,14.646153846153847,13
2013-03-01,BLU,incumbent,14.646153846153847,13
2013-04-01,BLU,incumbent,14.998857142857144,14
2013-05-01,BLU,incumbent,14.998857142857144,14
2013-06-01,BLU,incumbent,14.998857142857144,14
2013-07-01,BLU,incumbent,14.272000000000002,17
2013-08-01,BLU,incumbent,14.272,17
2013-09-01,BLU,incumbent,14.272,17
2013-10-01,BLU,incumbent,14.272,17
2013-11-01,BLU,incumbent,14.272,17
2013-12-01,BLU,incumbent,14.272,17
2014-01-01,BLU,incumbent,14.204444444444446,18
2014-02-01,BLU,incumbent,13.460977777777778,18
2014-03-01,BLU,incumbent,13.611452631578949,19
2014-04-01,BLU,incumbent,13.611452631578949,19
2014-05-01,BLU,incumbent,14.204444444444446,18
2014-06-01,BLU,incumbent,13.74688,20
2014-07-01,BLU,incumbent,13.74688,20
2014-08-01,BLU,incumbent,13.611452631578949,19
2014-09-01,BLU,incumbent,13.611452631578949,19
2014-10-01,BLU,incumbent,14.315789473684212,19
2014-11-01,BLU,incumbent,14.664347826086958,23
2014-12-01,BLU,incumbent,14.796800000000001,25
2015-01-01,BLU,incumbent,14.589090909090912,22
2015-02-01,BLU,incumbent,14.733333333333336,24
2015-03-01,BLU,incumbent,14.796800000000003,25
2015-04-01,BLU,incumbent,14.664347826086958,23
2015-05-01,BLU,incumbent,14.664347826086958,23
2015-06-01,BLU,incumbent,14.664347826086958,23
2015-07-01,BLU,incumbent,14.664347826086958,23
2015-08-01,BLU,incumbent,14.261504000000002,25
2015-09-01,BLU,incumbent,14.506666666666668,21
2015-10-01,BLU,incumbent,14.506666666666668,21
2015-11-01,BLU,incumbent,14.315789473684212,19
2015-12-01,BLU,incumbent,14.50666666666667,21
2016-01-01,BLU,incumbent,14.589090909090912,22
2016-02-01,BLU,incumbent,14.416000000000002,20
2016-03-01,BLU,incumbent,14.416000000000002,20
2016-04-01,BLU,incumbent,14.664347826086958,23
2016-05-01,BLU,incumbent,14.416000000000002,20
2016-06-01,BLU,incumbent,14.664347826086958,23
2016-07-01,BLU,incumbent,14.900869565217393,23
2016-08-01,BLU,incumbent,14.900869565217393,23
2016-09-01,BLU,incumbent,14.836363636363638,22
2016-10-01,BLU,incumbent,14.589090909090912,22
2016-11-01,BLU,incumbent,14.960000000000003,20
2016-12-01,BLU,incumbent,15.083636363636366,22
2017-01-01,BLU,incumbent,15.232000000000001,20
2017-02-01,BLU,incumbent,15.083636363636366,22
2017-03-01,BLU,incumbent,15.283809523809525,21
2017-04-01,BLU,incumbent,15.083636363636366,22
2017-05-01,BLU,incumbent,15.137391304347828,23
2017-06-01,BLU,incumbent,15.186666666666667,24
2017-07-01,BLU,incumbent,15.330909090909092,22
2017-08-01,BLU,incumbent,15.137391304347828,23
2017-09-01,BLU,incumbent,14.96,24
2017-10-01,BLU,incumbent,15.330909090909092,22
2017-11-01,BLU,incumbent,15.461052631578948,19
2017-12-01,BLU,incumbent,15.174736842105265,19
2018-01-01,BLU,incumbent,13.362251851851854,27
2018-02-01,BLU,incumbent,13.428025806451615,31
2018-03-01,BLU,incumbent,13.428025806451615,31
2018-04-01,BLU,incumbent,13.428025806451613,31
2018-05-01,BLU,incumbent,13.512960000000001,30
2018-06-01,BLU,incumbent,13.428025806451615,31
2018-07-01,BLU,incumbent,13.428025806451615,31
2018-08-01,BLU,incumbent,13.428025806451615,31
2018-09-01,BLU,incumbent,13.230080000000001,35
2018-10-01,BLU,incumbent,13.207660606060607,33
2018-11-01,BLU,incumbent,13.2992,34
2018-12-01,BLU,incumbent,13.230080000000001,35
2019-01-01,BLU,incumbent,13.362158139534884,43
2019-02-01,BLU,incumbent,13.421257142857144,42
2019-03-01,BLU,incumbent,13.231563636363637,44
2019-04-01,BLU,incumbent,13.159739534883721,43
2019-05-01,BLU,incumbent,13.48152888888889,45
2019-06-01,BLU,incumbent,13.432266666666667,48
2019-07-01,BLU,incumbent,13.577227906976745,43
2019-08-01,BLU,incumbent,13.36064,45
2019-09-01,BLU,incumbent,13.278229787234043,47
2019-10-01,BLU,incumbent,13.384817777777778,45
2019-11-01,BLU,incumbent,13.330365217391305,46
2019-12-01,BLU,incumbent,13.330365217391305,46
2020-01-01,BLU,incumbent,13.624933333333335,48
2020-02-01,BLU,incumbent,14.040507317073171,41
2020-03-01,BLU,incumbent,15.1392,34
2020-04-01,BLU,incumbent,16.47931428571429,28
2020-05-01,BLU,incumbent,16.47931428571429,28
2020-06-01,BLU,incumbent,16.868533333333335,24
2020-07-01,BLU,incumbent,15.736832000000001,25
2020-08-01,BLU,incumbent,16.868533333333335,24
2020-09-01,BLU,incumbent,16.159165217391305,23
2020-10-01,BLU,incumbent,16.58490434782609,23
2020-11-01,BLU,incumbent,17.076419047619048,21
2020-12-01,BLU,incumbent,17.042036363636367,22
2021-01-01,BLU,incumbent,17.68,23
2021-02-01,BLU,incumbent,17.741818181818182,22
2021-03-01,BLU,incumbent,17.741818181818182,22
2021-04-01,BLU,incumbent,17.068,20
2021-05-01,BLU,incumbent,17.741818181818182,22
2021-06-01,BLU,incumbent,17.032380952380954,21
2021-07-01,BLU,incumbent,16.570240000000002,25
2021-08-01,BLU,incumbent,16.560615384615385,26
2021-09-01,BLU,incumbent,16.560615384615385,26
2021-10-01,BLU,incumbent,16.570240000000002,25
2021-11-01,BLU,incumbent,16.570240000000002,25
2021-12-01,BLU,incumbent,16.560615384615385,26
2022-01-01,BLU,incumbent,21.40827586206897,29
2022-02-01,BLU,incumbent,20.845517241379312,29
2022-03-01,BLU,incumbent,17.915384615384617,26
2022-04-01,BLU,incumbent,21.00714285714286,28
2022-05-01,BLU,incumbent,21.00714285714286,28
2022-06-01,BLU,incumbent,21.00714285714286,28
2022-07-01,BLU,incumbent,21.00714285714286,28
2022-08-01,BLU,incumbent,21.00714285714286,28
2022-09-01,BLU,incumbent,21.40827586206897,29
2022-10-01,BLU,incumbent,21.00714285714286,28
2022-11-01,BLU,incumbent,21.36769230769231,26
2022-12-01,BLU,incumbent,21.18074074074074,27
2023-01-01,BLU,incumbent,22.372000000000003,26
2023-02-01,BLU,incumbent,22.61408,25
2023-03-01,BLU,incumbent,23.161391304347827,23
2023-04-01,BLU,incumbent,23.47236363636364,22
2023-05-01,BLU,incumbent,23.161391304347827,23
2023-06-01,BLU,incumbent,23.47236363636364,22
2023-07-01,BLU,incumbent,22.876333333333335,24
2023-08-01,BLU,incumbent,23.16139130434783,23
2023-09-01,BLU,incumbent,23.161391304347827,23
2023-10-01,BLU,incumbent,23.47236363636364,22
2023-11-01,BLU,incumbent,23.47236363636364,22
2023-12-01,BLU,incumbent,23.47236363636364,22
2013-01-01,BREEZE,incumbent,NA,NA
2013-02-01,BREEZE,incumbent,NA,NA
2013-03-01,BREEZE,incumbent,NA,NA
2013-04-01,BREEZE,incumbent,NA,NA
2013-05-01,BREEZE,incumbent,NA,NA
2013-06-01,BREEZE,incumbent,NA,NA
2013-07-01,BREEZE,incumbent,NA,NA
2013-08-01,BREEZE,incumbent,NA,NA
2013-09-01,BREEZE,incumbent,NA,NA
2013-10-01,BREEZE,incumbent,NA,NA
2013-11-01,BREEZE,incumbent,NA,NA
2013-12-01,BREEZE,incumbent,NA,NA
2014-01-01,BREEZE,incumbent,NA,NA
2014-02-01,BREEZE,incumbent,NA,NA
2014-03-01,BREEZE,incumbent,NA,NA
2014-04-01,BREEZE,incumbent,NA,NA
2014-05-01,BREEZE,incumbent,NA,NA
2014-06-01,BREEZE,incumbent,NA,NA
2014-07-01,BREEZE,incumbent,NA,NA
2014-08-01,BREEZE,incumbent,NA,NA
2014-09-01,BREEZE,incumbent,NA,NA
2014-10-01,BREEZE,incumbent,NA,NA
2014-11-01,BREEZE,incumbent,NA,NA
2014-12-01,BREEZE,incumbent,NA,NA
2015-01-01,BREEZE,incumbent,NA,NA
2015-02-01,BREEZE,incumbent,NA,NA
2015-03-01,BREEZE,incumbent,NA,NA
2015-04-01,BREEZE,incumbent,NA,NA
2015-05-01,BREEZE,incumbent,NA,NA
2015-06-01,BREEZE,incumbent,NA,NA
2015-07-01,BREEZE,incumbent,NA,NA
2015-08-01,BREEZE,incumbent,NA,NA
2015-09-01,BREEZE,incumbent,NA,NA
2015-10-01,BREEZE,incumbent,NA,NA
2015-11-01,BREEZE,incumbent,NA,NA
2015-12-01,BREEZE,incumbent,NA,NA
2016-01-01,BREEZE,incumbent,NA,NA
2016-02-01,BREEZE,incumbent,NA,NA
2016-03-01,BREEZE,incumbent,NA,NA
2016-04-01,BREEZE,incumbent,NA,NA
2016-05-01,BREEZE,incumbent,NA,NA
2016-06-01,BREEZE,incumbent,NA,NA
2016-07-01,BREEZE,incumbent,NA,NA
2016-08-01,BREEZE,incumbent,NA,NA
2016-09-01,BREEZE,incumbent,NA,NA
2016-10-01,BREEZE,incumbent,NA,NA
2016-11-01,BREEZE,incumbent,NA,NA
2016-12-01,BREEZE,incumbent,NA,NA
2017-01-01,BREEZE,incumbent,NA,NA
2017-02-01,BREEZE,incumbent,NA,NA
2017-03-01,BREEZE,incumbent,NA,NA
2017-04-01,BREEZE,incumbent,NA,NA
2017-05-01,BREEZE,incumbent,NA,NA
2017-06-01,BREEZE,incumbent,NA,NA
2017-07-01,BREEZE,incumbent,NA,NA
2017-08-01,BREEZE,incumbent,NA,NA
2017-09-01,BREEZE,incumbent,NA,NA
2017-10-01,BREEZE,incumbent,NA,NA
2017-11-01,BREEZE,incumbent,NA,NA
2017-12-01,BREEZE,incumbent,NA,NA
2018-01-01,BREEZE,incumbent,NA,NA
2018-02-01,BREEZE,incumbent,NA,NA
2018-03-01,BREEZE,incumbent,NA,NA
2018-04-01,BREEZE,incumbent,NA,NA
2018-05-01,BREEZE,incumbent,NA,NA
2018-06-01,BREEZE,incumbent,NA,NA
2018-07-01,BREEZE,incumbent,NA,NA
2018-08-01,BREEZE,incumbent,NA,NA
2018-09-01,BREEZE,incumbent,NA,NA
2018-10-01,BREEZE,incumbent,NA,NA
2018-11-01,BREEZE,incumbent,NA,NA
2018-12-01,BREEZE,incumbent,NA,NA
2019-01-01,BREEZE,incumbent,NA,NA
2019-02-01,BREEZE,incumbent,NA,NA
2019-03-01,BREEZE,incumbent,NA,NA
2019-04-01,BREEZE,incumbent,NA,NA
2019-05-01,BREEZE,incumbent,NA,NA
2019-06-01,BREEZE,incumbent,NA,NA
2019-07-01,BREEZE,incumbent,NA,NA
2019-08-01,BREEZE,incumbent,NA,NA
2019-09-01,BREEZE,incumbent,NA,NA
2019-10-01,BREEZE,incumbent,NA,NA
2019-11-01,BREEZE,incumbent,NA,NA
2019-12-01,BREEZE,incumbent,NA,NA
2020-01-01,BREEZE,incumbent,NA,NA
2020-02-01,BREEZE,incumbent,NA,NA
2020-03-01,BREEZE,incumbent,NA,NA
2020-04-01,BREEZE,incumbent,NA,NA
2020-05-01,BREEZE,incumbent,NA,NA
2020-06-01,BREEZE,incumbent,NA,NA
2020-07-01,BREEZE,incumbent,NA,NA
2020-08-01,BREEZE,incumbent,NA,NA
2020-09-01,BREEZE,incumbent,NA,NA
2020-10-01,BREEZE,incumbent,NA,NA
2020-11-01,BREEZE,incumbent,NA,NA
2020-12-01,BREEZE,incumbent,NA,NA
2021-01-01,BREEZE,incumbent,NA,NA
2021-02-01,BREEZE,incumbent,NA,NA
2021-03-01,BREEZE,incumbent,NA,NA
2021-04-01,BREEZE,incumbent,NA,NA
2021-05-01,BREEZE,incumbent,NA,NA
2021-06-01,BREEZE,incumbent,NA,NA
2021-07-01,BREEZE,incumbent,NA,NA
2021-08-01,BREEZE,incumbent,NA,NA
2021-09-01,BREEZE,incumbent,NA,NA
2021-10-01,BREEZE,incumbent,NA,NA
2021-11-01,BREEZE,incumbent,NA,NA
2021-12-01,BREEZE,incumbent,NA,NA
2022-01-01,BREEZE,incumbent,NA,NA
2022-02-01,BREEZE,incumbent,NA,NA
2022-03-01,BREEZE,incumbent,NA,NA
2022-04-01,BREEZE,incumbent,NA,NA
2022-05-01,BREEZE,incumbent,NA,NA
2022-06-01,BREEZE,incumbent,NA,NA
2022-07-01,BREEZE,incumbent,NA,NA
2022-08-01,BREEZE,incumbent,NA,NA
2022-09-01,BREEZE,incumbent,NA,NA
2022-10-01,BREEZE,incumbent,NA,NA
2022-11-01,BREEZE,incumbent,NA,NA
2022-12-01,BREEZE,incumbent,NA,NA
2023-01-01,BREEZE,incumbent,NA,NA
2023-02-01,BREEZE,incumbent,NA,NA
2023-03-01,BREEZE,incumbent,NA,NA
2023-04-01,BREEZE,incumbent,NA,NA
2023-05-01,BREEZE,incumbent,NA,NA
2023-06-01,BREEZE,incumbent,34.00000000000001,18
2023-07-01,BREEZE,incumbent,34.00000000000001,20
2023-08-01,BREEZE,incumbent,34.00000000000001,20
2023-09-01,BREEZE,incumbent,34.00000000000001,20
2023-10-01,BREEZE,incumbent,34.00000000000001,20
2023-11-01,BREEZE,incumbent,34.00000000000001,20
2023-12-01,BREEZE,incumbent,34.00000000000001,20
2013-01-01,FINITI,incumbent,9.252317460317462,12
2013-02-01,FINITI,incumbent,9.744900432900433,22
2013-03-01,FINITI,incumbent,9.744900432900433,22
2013-04-01,FINITI,incumbent,9.744900432900433,22
2013-05-01,FINITI,incumbent,9.744900432900433,22
2013-06-01,FINITI,incumbent,10.703463844797179,27
2013-07-01,FINITI,incumbent,10.703463844797179,27
2013-08-01,FINITI,incumbent,10.903224958949098,29
2013-09-01,FINITI,incumbent,10.903224958949098,29
2013-10-01,FINITI,incumbent,10.902450793650795,30
2013-11-01,FINITI,incumbent,10.902450793650795,30
2013-12-01,FINITI,incumbent,10.902450793650795,30
2014-01-01,FINITI,incumbent,10.206476190476192,29
2014-02-01,FINITI,incumbent,10.206476190476192,29
2014-03-01,FINITI,incumbent,10.206476190476192,29
2014-04-01,FINITI,incumbent,10.206476190476192,29
2014-05-01,FINITI,incumbent,10.206476190476192,29
2014-06-01,FINITI,incumbent,10.206476190476192,29
2014-07-01,FINITI,incumbent,10.304544217687075,28
2014-08-01,FINITI,incumbent,10.590337662337664,33
2014-09-01,FINITI,incumbent,10.590337662337664,33
2014-10-01,FINITI,incumbent,10.590337662337664,33
2014-11-01,FINITI,incumbent,10.751285714285716,32
2014-12-01,FINITI,incumbent,10.857437788018434,31
2015-01-01,FINITI,incumbent,10.612810884353742,35
2015-02-01,FINITI,incumbent,10.257604010025064,38
2015-03-01,FINITI,incumbent,10.604952380952382,34
2015-04-01,FINITI,incumbent,10.243809523809524,34
2015-05-01,FINITI,incumbent,9.76210989010989,39
2015-06-01,FINITI,incumbent,9.785357753357754,39
2015-07-01,FINITI,incumbent,9.849787545787546,39
2015-08-01,FINITI,incumbent,10.01252258852259,39
2015-09-01,FINITI,incumbent,9.763936507936508,36
2015-10-01,FINITI,incumbent,9.707809523809525,36
2015-11-01,FINITI,incumbent,9.82974693877551,35
2015-12-01,FINITI,incumbent,9.707809523809525,36
2016-01-01,FINITI,incumbent,9.82974693877551,35
2016-02-01,FINITI,incumbent,9.82974693877551,35
2016-03-01,FINITI,incumbent,9.82974693877551,35
2016-04-01,FINITI,incumbent,9.82974693877551,35
2016-05-01,FINITI,incumbent,9.82974693877551,35
2016-06-01,FINITI,incumbent,9.82974693877551,35
2016-07-01,FINITI,incumbent,9.82974693877551,35
2016-08-01,FINITI,incumbent,9.958857142857143,34
2016-09-01,FINITI,incumbent,9.76609523809524,33
2016-10-01,FINITI,incumbent,9.76609523809524,33
2016-11-01,FINITI,incumbent,9.787952380952381,32
2016-12-01,FINITI,incumbent,9.787952380952381,32
2017-01-01,FINITI,incumbent,9.787952380952381,32
2017-02-01,FINITI,incumbent,9.896482539682541,30
2017-03-01,FINITI,incumbent,9.9282089093702,31
2017-04-01,FINITI,incumbent,9.9282089093702,31
2017-05-01,FINITI,incumbent,9.869714285714286,31
2017-06-01,FINITI,incumbent,9.826231292517008,28
2017-07-01,FINITI,incumbent,9.98868430335097,27
2017-08-01,FINITI,incumbent,10.214802721088436,28
2017-09-01,FINITI,incumbent,9.86256814449918,29
2017-10-01,FINITI,incumbent,9.954402930402932,26
2017-11-01,FINITI,incumbent,10.020517006802722,28
2017-12-01,FINITI,incumbent,10.316312380952382,25
2018-01-01,FINITI,incumbent,10.070194616977226,23
2018-02-01,FINITI,incumbent,10.115809523809524,22
2018-03-01,FINITI,incumbent,10.130057142857144,20
2018-04-01,FINITI,incumbent,10.284190476190478,13
2018-05-01,FINITI,incumbent,10.486718614718615,11
2018-06-01,FINITI,incumbent,10.486718614718615,11
2018-07-01,FINITI,incumbent,11.082057142857144,10
2018-08-01,FINITI,incumbent,10.72457142857143,9
2018-09-01,FINITI,incumbent,10.72457142857143,9
2018-10-01,FINITI,incumbent,10.72457142857143,9
2018-11-01,FINITI,incumbent,10.025142857142857,4
2018-12-01,FINITI,incumbent,10.31009523809524,6
2019-01-01,FINITI,incumbent,9.740190476190477,3
2019-02-01,FINITI,incumbent,10.196114285714287,5
2019-03-01,FINITI,incumbent,9.740190476190477,6
2019-04-01,FINITI,incumbent,6.484825396825397,3
2019-05-01,FINITI,incumbent,8.578176870748301,7
2019-06-01,FINITI,incumbent,11.70895238095238,9
2019-07-01,FINITI,incumbent,NA,NA
2019-08-01,FINITI,incumbent,13.600000000000001,2
2019-09-01,FINITI,incumbent,NA,NA
2019-10-01,FINITI,incumbent,NA,NA
2019-11-01,FINITI,incumbent,NA,NA
2019-12-01,FINITI,incumbent,NA,NA
2020-01-01,FINITI,incumbent,7.926857142857144,3
2020-02-01,FINITI,incumbent,NA,NA
2020-03-01,FINITI,incumbent,NA,NA
2020-04-01,FINITI,incumbent,NA,NA
2020-05-01,FINITI,incumbent,NA,NA
2020-06-01,FINITI,incumbent,NA,NA
2020-07-01,FINITI,incumbent,NA,NA
2020-08-01,FINITI,incumbent,NA,NA
2020-09-01,FINITI,incumbent,NA,NA
2020-10-01,FINITI,incumbent,NA,NA
2020-11-01,FINITI,incumbent,NA,NA
2020-12-01,FINITI,incumbent,NA,NA
2021-01-01,FINITI,incumbent,NA,NA
2021-02-01,FINITI,incumbent,NA,NA
2021-03-01,FINITI,incumbent,NA,NA
2021-04-01,FINITI,incumbent,NA,NA
2021-05-01,FINITI,incumbent,NA,NA
2021-06-01,FINITI,incumbent,NA,NA
2021-07-01,FINITI,incumbent,NA,NA
2021-08-01,FINITI,incumbent,NA,NA
2021-09-01,FINITI,incumbent,NA,NA
2021-10-01,FINITI,incumbent,NA,NA
2021-11-01,FINITI,incumbent,NA,NA
2021-12-01,FINITI,incumbent,NA,NA
